customer_id,gender,is_urban,is_married,has_chidren,period,housing_service,get_multi_bonus,web_stability_problem,online_guide_service,is_member,sales_support,pay_after_try,installment_pay,member_type,is_vip,pay_method,avg_month_consumption,total_consumption,is_warning_loss,supplier
5140-FOMCQ,Female,0,Yes,No,59,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Mastercard,109.15,6557.75,No,Starlink
6242-SGYTS,Male,0,Yes,Yes,62,Yes,Yes,Yes,Yes,No,No,Yes,No,One year,Yes,Mastercard,94.95,5791.85,No,HughesNet
8166-ORCHU,Male,1,Yes,No,33,Yes,No,Yes,Yes,No,Yes,No,Yes,One year,Yes,PayPal,93.55,3055.5,No,Xfinity
8414-OOEEL,Male,0,No,Yes,66,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mastercard,79.5,5196.1,No,Verizon
8454-AATJP,Female,0,No,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mastercard,115.05,8405,No,Verizon
6849-WLEYG,Male,0,No,Yes,1,Yes,No,other,other,other,other,other,other,Month,No,Venmo,19.75,19.75,Yes,Xfinity
4659-NZRUF,Female,0,No,No,19,Yes,Yes,Yes,Yes,No,No,No,Yes,Month,Yes,PayPal,95.15,1789.25,Yes,AT&T
4531-AUZNK,Female,0,Yes,Yes,51,Yes,Yes,Yes,No,No,Yes,Yes,No,One year,Yes,Venmo,95.15,5000.05,No,AT&T
4191-XOVOM,Male,0,No,No,63,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month,No,PayPal,105.4,6713.2,No,AT&T
2150-OEGBV,Male,0,No,No,27,Yes,No,other,other,other,other,other,other,One year,No,Visa,20.1,562.6,No,Verizon
8429-XIBUM,Male,0,No,No,22,Yes,Yes,Yes,No,No,No,Yes,Yes,Month,Yes,Visa,101.35,2317.1,Yes,HughesNet
1855-CFULU,Female,1,No,No,4,Yes,No,other,other,other,other,other,other,Month,No,Venmo,20.05,91.45,No,Verizon
4878-BUNFV,Male,0,Yes,Yes,42,Yes,No,other,other,other,other,other,other,Two year,No,Venmo,20.7,828.85,No,Xfinity
1872-EBWSC,Female,0,No,No,29,Yes,No,other,other,other,other,other,other,One year,No,Venmo,20.35,617.35,No,Xfinity
2608-BHKFN,Female,0,No,No,4,Yes,No,No,No,No,No,No,No,Month,Yes,Mastercard,70.05,266.9,Yes,Xfinity
7026-YMSBE,Male,0,No,No,30,Yes,No,other,other,other,other,other,other,One year,No,Venmo,19.7,625.05,No,T-Mobile
7341-LXCAF,Male,0,Yes,No,4,Yes,Yes,No,No,No,No,No,No,Month,Yes,PayPal,74.65,301.4,Yes,Xfinity
6997-UVGOX,Male,0,Yes,Yes,71,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Visa,85.45,6029.9,No,AT&T
9674-EHPPG,Male,0,Yes,No,46,No,other,Yes,No,Yes,Yes,No,No,Two year,No,Mastercard,40.4,1842.7,No,HughesNet
9462-MJUAW,Male,0,No,No,4,Yes,Yes,No,No,No,No,No,No,Month,No,Venmo,50.4,206.6,Yes,HughesNet
8128-YVJRG,Female,0,No,No,7,Yes,Yes,Yes,No,No,No,No,No,Month,Yes,Venmo,79.65,604.7,Yes,HughesNet
5440-VHLUL,Male,0,No,No,69,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One year,Yes,Visa,105.2,7386.05,No,HughesNet
5781-BKHOP,Female,0,Yes,No,72,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Two year,No,Visa,100.65,7334.05,No,Xfinity
4283-FUTGF,Male,1,No,No,19,Yes,Yes,No,No,Yes,No,No,No,Month,Yes,PayPal,79.85,1471.75,Yes,HughesNet
5213-TWWJU,Male,0,No,No,28,Yes,No,No,No,Yes,Yes,No,Yes,Month,No,PayPal,91.0,2626.15,No,Verizon
1569-TTNYJ,Male,0,Yes,No,5,Yes,Yes,No,Yes,No,No,No,No,Month,Yes,PayPal,78.75,412.1,Yes,T-Mobile
8628-MFKAX,Female,1,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mastercard,116.75,8277.05,No,T-Mobile
2397-BRLOM,Male,1,Yes,Yes,8,Yes,No,No,No,No,No,Yes,No,Month,Yes,Mastercard,80.45,583.45,Yes,HughesNet
7629-WIXZF,Female,0,No,No,7,Yes,No,Yes,No,No,No,No,Yes,One year,Yes,PayPal,59.1,369.25,No,HughesNet
5445-GLVOT,Female,0,No,No,22,Yes,No,Yes,No,No,No,No,No,Month,Yes,PayPal,49.8,1049.05,No,Starlink
3976-HXHCE,Male,0,No,No,72,Yes,No,other,other,other,other,other,other,Two year,No,Visa,19.3,1414.8,No,Verizon
2466-NEJOJ,Male,0,Yes,Yes,8,Yes,No,other,other,other,other,other,other,Month,No,Mastercard,19.65,169.75,No,Starlink
0254-KCJGT,Male,0,Yes,No,52,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Mastercard,81.4,4354.45,No,AT&T
5472-CVMDX,Female,0,No,No,68,No,other,Yes,No,Yes,Yes,No,No,Two year,No,Venmo,38.9,2719.2,No,Verizon
6461-SZMCV,Female,0,Yes,No,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Visa,87.95,6365.35,No,Xfinity
8150-QUDFX,Male,0,No,No,2,Yes,No,other,other,other,other,other,other,Month,No,Venmo,19.85,51.6,No,HughesNet
9508-ILZDG,Female,1,No,No,34,Yes,Yes,No,Yes,No,Yes,Yes,No,Month,Yes,PayPal,96.35,3190.25,No,AT&T
2346-DJQTB,Female,0,No,No,35,No,other,No,No,No,No,No,No,Month,No,PayPal,24.15,812.5,No,T-Mobile
1697-LYYYX,Female,0,Yes,Yes,61,Yes,No,other,other,other,other,other,other,One year,No,Mastercard,19.1,1143.8,No,Starlink
1942-OQFRW,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,Month,No,PayPal,44.0,44,No,HughesNet
4749-VFKVB,Female,0,No,No,1,Yes,Yes,No,No,No,No,No,No,Month,Yes,Venmo,50.1,50.1,Yes,T-Mobile
9640-ZSLDC,Female,0,Yes,Yes,53,Yes,No,No,No,Yes,No,No,Yes,One year,No,Mastercard,60.6,3297,No,T-Mobile
4231-LZUYM,Female,0,Yes,No,72,Yes,Yes,other,other,other,other,other,other,Two year,No,Visa,25.65,1887,No,Xfinity
7598-UAASY,Male,0,Yes,No,2,Yes,No,No,No,Yes,No,No,No,Month,No,PayPal,76.4,151.8,Yes,Starlink
7938-OUHIO,Male,0,No,No,3,Yes,No,No,No,Yes,Yes,Yes,Yes,Month,Yes,PayPal,98.7,293.65,Yes,AT&T
8510-AWCXC,Female,1,No,No,13,Yes,Yes,Yes,No,No,No,Yes,Yes,Month,Yes,PayPal,100.8,1308.1,Yes,Verizon
6128-AQBMT,Male,1,Yes,No,41,No,other,No,Yes,Yes,No,Yes,Yes,Month,Yes,PayPal,53.95,2215.4,No,Xfinity
3594-BDSOA,Female,0,Yes,No,24,Yes,No,other,other,other,other,other,other,One year,No,Mastercard,20.4,482.8,No,HughesNet
0431-APWVY,Female,0,Yes,Yes,28,Yes,No,No,No,No,No,Yes,Yes,One year,Yes,Visa,90.1,2598.95,Yes,HughesNet
5133-VRSAB,Male,0,No,No,8,No,other,Yes,No,No,No,No,No,Month,No,Venmo,29.35,216.45,No,Xfinity
5996-DAOQL,Male,0,No,No,1,Yes,No,other,other,other,other,other,other,Month,Yes,Venmo,20.45,20.45,No,Starlink
6838-YAUVY,Female,0,No,No,54,Yes,Yes,No,No,Yes,Yes,No,Yes,Two year,Yes,Visa,95.1,5064.85,No,Starlink
0484-JPBRU,Male,0,No,No,41,Yes,Yes,other,other,other,other,other,other,Month,Yes,Visa,25.25,996.45,No,HughesNet
7883-ROJOC,Female,0,Yes,No,19,Yes,No,No,No,No,No,No,No,Month,No,Venmo,44.9,839.65,No,T-Mobile
0244-LGNFY,Female,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Visa,92.65,6733,No,AT&T
7274-CGTOD,Male,0,No,No,62,No,other,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Visa,43.7,2618.3,No,AT&T
4295-YURET,Female,1,Yes,Yes,56,Yes,No,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Mastercard,72.6,4084.35,No,HughesNet
3426-NIYYL,Male,0,No,No,15,Yes,Yes,No,No,No,No,No,No,Month,No,PayPal,51.55,765.5,Yes,Starlink
8225-BTJAU,Male,1,No,No,10,Yes,No,No,No,No,No,No,Yes,Month,Yes,PayPal,79.25,793.55,Yes,T-Mobile
4635-EJYPD,Male,0,Yes,Yes,32,Yes,No,other,other,other,other,other,other,Two year,No,Venmo,18.95,613.95,No,HughesNet
1866-ZSLJM,Male,0,No,No,21,Yes,No,other,other,other,other,other,other,Month,No,Mastercard,20.5,402.85,No,Starlink
4636-TVXVG,Male,0,Yes,Yes,62,Yes,No,other,other,other,other,other,other,One year,No,Visa,19.95,1244.8,No,HughesNet
4236-UJPWO,Female,0,No,No,2,No,other,No,No,No,No,No,No,Month,No,PayPal,24.5,46.4,No,Xfinity
9392-XBGTD,Male,0,No,Yes,27,Yes,No,other,other,other,other,other,other,Two year,No,Venmo,20.6,581.85,No,AT&T
3387-VATUS,Male,0,No,No,5,Yes,Yes,No,No,No,No,Yes,Yes,Month,Yes,Visa,94.85,462.8,Yes,Xfinity
6402-SSEJG,Female,0,No,No,25,No,other,Yes,Yes,Yes,No,Yes,Yes,One year,No,PayPal,61.05,1540.2,No,HughesNet
1143-NMNQJ,Female,0,No,No,2,Yes,Yes,No,No,No,No,No,Yes,Month,Yes,PayPal,85.7,169.8,Yes,AT&T
1169-SAOCL,Male,0,No,No,49,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One year,Yes,Visa,106.65,5168.1,No,Starlink
1110-KYLGQ,Female,0,No,No,63,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Month,No,Mastercard,108.25,6780.1,No,T-Mobile
9929-PLVPA,Female,0,No,Yes,4,Yes,No,other,other,other,other,other,other,Month,No,Mastercard,20.4,94.5,No,Xfinity
3518-PZXZQ,Female,0,Yes,No,1,Yes,No,No,No,No,No,Yes,No,Month,Yes,Venmo,55.3,55.3,No,Verizon
2371-JUNGC,Male,0,No,No,11,Yes,No,other,other,other,other,other,other,Month,No,Venmo,20.25,208,No,AT&T
7693-QPEFS,Male,1,No,No,52,Yes,Yes,No,No,No,No,No,No,Month,Yes,Visa,72.95,3829.75,No,AT&T
0924-BJCRC,Female,1,Yes,No,60,Yes,Yes,No,Yes,No,No,No,Yes,Month,No,PayPal,89.45,5294.6,No,Xfinity
5074-FBGHB,Male,0,No,No,64,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mastercard,104.65,6889.8,No,Verizon
2351-BKRZW,Female,0,Yes,Yes,43,Yes,No,Yes,No,Yes,No,Yes,Yes,Two year,No,Visa,75.2,3254.35,No,T-Mobile
4455-BFSPD,Female,0,Yes,No,61,Yes,Yes,No,No,No,Yes,Yes,Yes,One year,No,Visa,101.15,6383.9,No,Starlink
0415-MOSGF,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,Month,No,Venmo,44.4,44.4,Yes,T-Mobile
1724-BQUHA,Male,1,No,No,5,Yes,No,No,No,No,No,Yes,Yes,Month,Yes,PayPal,89.5,477.7,Yes,HughesNet
3948-KXDUF,Male,0,No,No,66,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two year,No,Visa,68.75,4447.55,No,AT&T
2323-ARSVR,Male,0,Yes,No,67,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,PayPal,111.05,7321.05,No,Starlink
0815-MFZGM,Female,0,Yes,No,42,Yes,No,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Mastercard,99.0,4135,No,HughesNet
4826-XTSOH,Male,1,Yes,No,1,Yes,Yes,No,No,No,No,Yes,No,Month,Yes,PayPal,86.05,86.05,Yes,HughesNet
5480-XTFFL,Female,0,Yes,Yes,31,Yes,No,other,other,other,other,other,other,Two year,No,Venmo,21.0,697.7,No,Starlink
8295-FHIVV,Male,0,No,No,7,Yes,No,other,other,other,other,other,other,Month,Yes,Venmo,19.4,168.65,No,Verizon
2495-INZWQ,Male,0,No,No,4,No,other,No,No,No,No,Yes,Yes,Month,Yes,PayPal,44.55,174.3,Yes,AT&T
9086-YJYXS,Male,0,Yes,Yes,34,Yes,Yes,No,No,Yes,No,Yes,Yes,One year,No,Visa,77.2,2753.8,No,Starlink
1179-INLAT,Male,0,No,No,3,Yes,No,other,other,other,other,other,other,One year,Yes,Venmo,19.45,69.25,No,AT&T
7909-FIOIY,Female,0,Yes,Yes,19,No,other,No,No,No,No,No,No,Month,Yes,Venmo,24.85,434.8,No,AT&T
4139-SUGLD,Male,0,Yes,Yes,31,No,other,Yes,No,No,Yes,No,No,Month,No,Visa,35.4,1077.5,Yes,Verizon
6857-VWJDT,Female,0,No,No,1,Yes,Yes,No,No,No,No,Yes,Yes,Month,No,Venmo,95.65,95.65,Yes,T-Mobile
6351-SCJKT,Male,0,No,No,3,No,other,Yes,No,Yes,Yes,No,No,Month,No,Venmo,41.35,107.25,No,Starlink
5468-BPMMO,Male,0,Yes,No,46,Yes,No,other,other,other,other,other,other,Month,No,PayPal,19.6,851.2,No,Verizon
5624-BQSSA,Female,0,No,No,1,Yes,No,other,other,other,other,other,other,Month,No,Venmo,20.95,20.95,Yes,T-Mobile
0197-PNKNK,Female,0,Yes,Yes,69,Yes,Yes,Yes,No,Yes,No,No,No,One year,No,Visa,84.45,5848.6,No,T-Mobile
2439-QKJUL,Male,0,No,No,5,Yes,No,other,other,other,other,other,other,Month,No,Venmo,20.25,109.8,No,T-Mobile
1194-SPVSP,Male,0,No,No,1,Yes,No,other,other,other,other,other,other,Month,No,Visa,19.65,19.65,No,Xfinity
9534-NSXEM,Male,0,No,No,26,Yes,No,other,other,other,other,other,other,One year,Yes,Mastercard,20.65,595.5,No,Xfinity
2408-WITXK,Female,1,No,No,10,No,other,No,No,No,No,No,Yes,Month,Yes,PayPal,34.7,329.8,Yes,Starlink
8929-KSWIH,Male,0,No,No,25,Yes,No,No,No,Yes,Yes,Yes,Yes,Two year,No,Visa,99.3,2513.5,No,Xfinity
2250-IVBWA,Male,0,Yes,Yes,64,Yes,No,Yes,Yes,No,No,No,No,Month,No,PayPal,81.05,5135.35,No,Starlink
1810-MVMAI,Male,0,Yes,Yes,30,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Month,No,PayPal,67.6,2000.2,No,Verizon
9506-UXUSK,Male,0,No,No,13,Yes,No,No,No,No,No,No,No,Month,Yes,PayPal,70.15,931.75,No,HughesNet
1229-RCALF,Female,0,Yes,No,64,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,PayPal,115.0,7396.15,No,AT&T
3572-UOLYZ,Female,0,No,Yes,46,Yes,Yes,No,No,Yes,Yes,No,No,Month,Yes,Visa,84.8,3958.85,No,AT&T
1429-UYJSV,Female,0,No,No,12,Yes,No,other,other,other,other,other,other,One year,No,Venmo,19.7,260.9,No,Xfinity
5577-OTWWW,Female,0,No,No,15,Yes,No,other,other,other,other,other,other,Month,No,Visa,19.75,297.3,Yes,HughesNet
6100-QQHEB,Male,0,Yes,Yes,17,Yes,Yes,No,No,No,No,Yes,Yes,Month,Yes,PayPal,92.55,1515.1,Yes,Starlink
6366-XIVKZ,Female,0,Yes,Yes,13,Yes,No,Yes,No,Yes,No,No,Yes,Month,Yes,Venmo,63.15,816.8,No,Xfinity
3470-OBUET,Female,0,Yes,Yes,67,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Two year,No,Mastercard,74.0,4868.4,No,AT&T
2770-NSVDG,Male,0,Yes,No,24,No,other,No,No,Yes,No,No,No,Month,No,PayPal,29.1,688,No,Starlink
9375-MHRRS,Male,0,No,No,6,Yes,No,No,No,No,Yes,No,No,Month,No,Venmo,50.05,288.35,No,Starlink
2634-HCZGT,Male,1,Yes,No,53,Yes,Yes,Yes,No,No,Yes,No,No,One year,Yes,PayPal,60.05,3229.65,Yes,T-Mobile
7503-QQRVF,Male,1,Yes,No,16,Yes,No,No,Yes,No,No,No,No,Month,Yes,Mastercard,74.3,1178.25,Yes,T-Mobile
4860-YZGZM,Male,0,No,No,10,Yes,No,other,other,other,other,other,other,Month,No,PayPal,20.0,185.4,No,HughesNet
6599-GZWCM,Female,0,No,No,13,Yes,No,No,Yes,No,No,No,No,One year,Yes,Venmo,74.65,966.25,No,Starlink
2691-NZETQ,Male,0,No,No,9,Yes,Yes,No,No,No,No,Yes,No,Month,Yes,PayPal,85.35,758.6,Yes,Verizon
4404-HIBDJ,Female,0,No,No,25,Yes,No,Yes,Yes,Yes,Yes,Yes,No,One year,No,Venmo,74.3,1863.8,Yes,AT&T
5533-NHFRF,Male,1,No,No,7,No,other,No,Yes,No,Yes,No,Yes,Month,Yes,PayPal,44.4,265.8,No,AT&T
7037-MTYVW,Male,0,Yes,Yes,38,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Visa,85.4,3297,No,T-Mobile
4760-THGOT,Female,0,Yes,No,43,Yes,Yes,Yes,Yes,No,No,No,Yes,Month,Yes,PayPal,94.1,4107.3,No,Xfinity
7295-JOMMD,Female,0,No,Yes,4,Yes,No,No,No,Yes,Yes,Yes,Yes,Month,Yes,Visa,98.1,396.3,Yes,AT&T
4016-BJKTZ,Female,0,No,No,25,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,No,PayPal,108.9,2809.05,No,Verizon
6584-VQMYT,Male,0,No,Yes,27,Yes,No,Yes,Yes,No,No,No,No,One year,No,Venmo,56.2,1567.55,No,Verizon
9838-BFCQT,Male,0,Yes,Yes,72,Yes,Yes,other,other,other,other,other,other,Two year,No,Venmo,26.1,1851.45,No,Starlink
2790-XUYMV,Male,0,No,Yes,71,Yes,Yes,Yes,Yes,No,No,No,No,One year,Yes,Mastercard,85.45,6028.95,No,Xfinity
0581-MDMPW,Female,0,No,No,24,Yes,Yes,No,No,Yes,No,Yes,No,Month,Yes,Mastercard,88.95,2072.75,No,Xfinity
5013-SBUIH,Female,0,No,No,50,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,PayPal,109.65,5551.15,Yes,HughesNet
1023-BQXZE,Male,0,No,No,57,Yes,No,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Visa,74.35,4317.35,No,AT&T
9163-GHAYE,Female,0,No,No,15,Yes,No,No,Yes,No,No,No,No,Month,No,PayPal,48.85,736.8,No,AT&T
3904-UKFRE,Male,0,No,No,4,Yes,Yes,Yes,No,No,No,No,No,Month,Yes,PayPal,80.1,336.15,No,T-Mobile
5353-WILCI,Female,0,No,No,28,Yes,No,Yes,Yes,No,No,No,No,Month,No,PayPal,56.05,1522.65,No,AT&T
0709-TVGUR,Female,1,No,No,9,Yes,Yes,No,No,No,No,No,No,Month,Yes,PayPal,74.55,622.9,Yes,T-Mobile
0058-EVZWM,Female,0,Yes,No,55,Yes,Yes,Yes,No,No,No,Yes,No,Month,Yes,Visa,89.8,4959.6,No,Xfinity
6023-YEBUP,Male,0,No,No,3,Yes,Yes,No,No,Yes,No,Yes,Yes,Month,Yes,PayPal,100.95,329.95,Yes,T-Mobile
7209-JCUDS,Male,0,No,No,10,Yes,No,No,No,Yes,No,Yes,Yes,Month,Yes,PayPal,94.9,1048.85,Yes,T-Mobile
7009-PCARS,Male,0,No,Yes,55,Yes,No,other,other,other,other,other,other,One year,No,Visa,19.1,1001.5,No,T-Mobile
0519-DRGTI,Female,0,Yes,Yes,20,Yes,No,other,other,other,other,other,other,Month,No,Venmo,20.35,442.6,No,AT&T
1017-FBQMM,Female,0,Yes,Yes,62,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One year,Yes,Mastercard,106.05,6703.5,No,Verizon
3001-CBHLQ,Male,1,Yes,No,32,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month,Yes,PayPal,104.9,3351.55,Yes,HughesNet
1985-MBRYP,Female,0,No,No,43,Yes,No,other,other,other,other,other,other,Two year,Yes,Visa,19.65,779.25,No,HughesNet
6158-DWPZT,Male,0,Yes,No,9,No,other,No,No,No,No,No,No,One year,No,Visa,24.1,259.8,Yes,AT&T
9372-TXXPS,Female,0,Yes,No,60,Yes,No,Yes,Yes,No,Yes,No,No,Two year,No,Visa,59.85,3483.45,No,HughesNet
3259-QMXUN,Male,0,Yes,No,58,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,PayPal,86.1,4890.5,No,T-Mobile
1015-JPFYW,Male,0,No,Yes,7,Yes,No,other,other,other,other,other,other,One year,No,Venmo,19.45,136.75,No,HughesNet
6645-MXQJT,Male,0,Yes,Yes,2,Yes,No,Yes,No,No,No,Yes,Yes,Month,No,PayPal,97.1,184.15,No,Verizon
4360-QRAVE,Male,1,No,No,37,No,other,No,Yes,Yes,No,No,No,Month,No,PayPal,36.65,1315,No,Verizon
8433-WPJTV,Female,1,Yes,Yes,65,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One year,Yes,Visa,103.9,6767.1,No,T-Mobile
5804-JMYIO,Female,0,Yes,Yes,39,Yes,No,other,other,other,other,other,other,Two year,No,Venmo,19.75,757.95,No,HughesNet
3763-GCZHZ,Male,0,Yes,No,66,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One year,Yes,PayPal,104.05,6890,Yes,AT&T
6484-LATFU,Male,0,No,No,68,Yes,Yes,other,other,other,other,other,other,Two year,No,Venmo,24.55,1657.4,No,Verizon
7599-NTMDP,Female,0,Yes,Yes,62,No,other,Yes,Yes,No,Yes,Yes,No,Two year,No,Visa,48.7,3008.55,No,T-Mobile
0772-GYEQQ,Male,0,No,No,3,Yes,No,No,No,Yes,Yes,Yes,No,Month,Yes,Venmo,88.35,262.05,Yes,Starlink
0536-ACXIP,Female,0,Yes,No,72,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,PayPal,109.55,8165.1,No,AT&T
0936-NQLJU,Female,0,Yes,No,41,Yes,No,other,other,other,other,other,other,Two year,No,Mastercard,20.65,875.55,No,Verizon
4831-EOBFE,Male,0,Yes,Yes,29,Yes,No,Yes,No,No,No,Yes,Yes,Month,No,Mastercard,94.65,2649.15,Yes,Starlink
1575-KRZZE,Female,0,No,No,4,Yes,No,Yes,Yes,No,No,No,No,Month,No,PayPal,55.2,220.65,No,Starlink
3251-YMVWZ,Male,0,No,No,53,Yes,Yes,other,other,other,other,other,other,One year,No,Visa,24.05,1301.9,No,Starlink
4102-OQUPX,Male,1,Yes,No,1,Yes,Yes,No,No,No,No,No,No,Month,Yes,PayPal,74.4,74.4,Yes,Verizon
9170-GYZJC,Female,0,Yes,Yes,41,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Month,No,Mastercard,79.9,3326.2,Yes,Verizon
4884-LEVMQ,Male,0,Yes,No,39,Yes,No,other,other,other,other,other,other,Two year,Yes,Visa,20.45,790,No,Starlink
8857-CUPFQ,Male,0,Yes,No,63,Yes,No,other,other,other,other,other,other,Two year,No,Venmo,19.25,1237.65,No,AT&T
7610-TVOPG,Male,0,No,No,15,Yes,Yes,other,other,other,other,other,other,Month,Yes,PayPal,26.35,378.6,No,AT&T
3638-DIMPH,Female,0,Yes,No,13,Yes,No,No,No,No,No,No,No,One year,No,PayPal,43.8,592.65,No,HughesNet
1845-ZLLIG,Male,0,No,No,1,Yes,No,No,Yes,No,No,No,No,Month,Yes,Venmo,50.15,50.15,No,Starlink
8559-WNQZS,Male,0,No,No,1,Yes,No,other,other,other,other,other,other,Two year,No,Venmo,20.45,20.45,No,T-Mobile
3999-QGRJH,Male,1,No,No,8,Yes,No,No,No,No,No,No,No,Month,Yes,PayPal,69.7,560.85,Yes,HughesNet
1699-UOTXU,Male,0,No,No,60,Yes,No,Yes,Yes,Yes,No,No,No,Two year,No,PayPal,61.4,3638.25,No,Verizon
2454-RPBRZ,Female,1,Yes,No,12,Yes,Yes,No,Yes,Yes,No,Yes,No,Month,Yes,PayPal,98.1,1060.2,Yes,T-Mobile
0635-WKOLD,Male,0,Yes,No,40,Yes,Yes,No,Yes,No,Yes,Yes,No,One year,No,Mastercard,70.75,2921.75,No,Verizon
5993-JSUWV,Female,0,No,No,66,Yes,No,Yes,Yes,Yes,No,No,No,Two year,Yes,Visa,61.15,4017.45,No,T-Mobile
4518-FZBSX,Male,0,Yes,Yes,42,Yes,No,other,other,other,other,other,other,One year,No,Venmo,20.25,854.9,No,AT&T
5387-ASZNZ,Female,1,No,No,66,Yes,Yes,Yes,Yes,No,Yes,No,No,One year,Yes,Mastercard,63.85,4174.35,No,Verizon
6988-CJEYV,Male,0,No,No,49,Yes,Yes,No,Yes,No,No,Yes,Yes,Month,No,PayPal,98.7,4920.55,No,Verizon
2002-MZHWP,Female,0,No,No,1,Yes,No,other,other,other,other,other,other,Month,No,Venmo,20.5,20.5,Yes,Verizon
3097-FQTVJ,Female,0,No,No,41,Yes,No,other,other,other,other,other,other,Two year,No,Venmo,20.0,810.3,No,Xfinity
5465-BUBFA,Female,0,Yes,Yes,41,Yes,No,other,other,other,other,other,other,Two year,No,Visa,19.3,772.4,No,T-Mobile
7299-GNVPL,Female,0,Yes,Yes,23,Yes,No,Yes,Yes,No,Yes,No,No,Month,No,Venmo,84.4,1936.85,No,T-Mobile
9743-DQKQW,Male,0,No,No,3,No,other,No,No,No,No,No,No,Month,No,PayPal,25.1,79.8,No,Starlink
1215-VFYVK,Female,0,No,No,4,No,other,Yes,No,Yes,Yes,No,Yes,Month,No,Venmo,48.25,202.25,No,Xfinity
9371-BITHB,Female,0,Yes,Yes,52,Yes,No,other,other,other,other,other,other,Two year,No,Venmo,19.85,1070.5,No,Verizon
2265-CYWIV,Female,1,Yes,No,4,Yes,Yes,Yes,No,No,No,Yes,Yes,Month,Yes,PayPal,99.6,347.65,Yes,Xfinity
9093-FPDLG,Female,0,No,No,11,Yes,No,No,Yes,Yes,Yes,No,Yes,Month,Yes,PayPal,94.2,999.9,No,Xfinity
0541-FITGH,Female,0,Yes,No,2,Yes,No,Yes,No,No,No,No,Yes,Month,Yes,Venmo,62.15,113.1,No,Starlink
6985-HAYWX,Female,0,Yes,No,26,Yes,Yes,No,Yes,No,No,No,No,Month,No,Visa,79.3,2015.8,No,HughesNet
7508-KBIMB,Male,0,Yes,Yes,24,Yes,No,Yes,No,Yes,No,No,No,One year,Yes,Mastercard,56.25,1454.25,No,HughesNet
6838-HVLXG,Female,0,No,No,12,Yes,No,other,other,other,other,other,other,Month,No,Venmo,20.3,246.7,No,Starlink
2277-DJJDL,Male,1,Yes,No,60,Yes,Yes,No,No,No,Yes,Yes,Yes,Month,Yes,PayPal,99.0,6017.9,No,HughesNet
1897-OKVMW,Female,0,Yes,Yes,64,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Venmo,90.6,5817.45,No,Xfinity
5485-ITNPC,Male,0,Yes,No,66,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Visa,85.9,5595.3,No,AT&T
0233-FTHAV,Female,0,No,No,60,Yes,Yes,No,No,Yes,No,No,No,One year,Yes,Visa,79.2,4765,No,T-Mobile
4644-PIZRT,Male,0,Yes,Yes,17,Yes,Yes,Yes,No,Yes,No,Yes,No,One year,Yes,Visa,70.35,1201.65,No,Xfinity
8922-NPKBJ,Male,0,Yes,Yes,42,Yes,No,other,other,other,other,other,other,Two year,No,Venmo,19.35,867.3,No,HughesNet
